Indicator,Value,Year,Footnote,Source,Economy,Country Code,Region,Theme,Definition,Unit
Gross Domestic Product (% change),-0.04643,2001,NULL,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,Annual change in the unduplicated market value of the total production activity of all resident producer units within the economic territory of a country during a given period.,percent
Gross Domestic Product (% change),1.85558,1999,NULL,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,Annual change in the unduplicated market value of the total production activity of all resident producer units within the economic territory of a country during a given period.,percent
Gross Domestic Product (% change),2.01043,2002,NULL,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,Annual change in the unduplicated market value of the total production activity of all resident producer units within the economic territory of a country during a given period.,percent
Government Consumption Expenditures (% change),-3.59146,1998,NULL,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Includes all current outlays on purchases of goods and services (including wages and salaries). It also includes most expenditure on national defense and security, but excludes government military expenditures that are part of public investment. Refers to the annual rate of change.",percent
Private Consumption Expenditures (% change),-28.48656,2000,Includes NPISHs.,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Market value of all goods and services, including durable products (such as cars, washing machines, and home computers), purchased or received as income in kind by households. Refers to the annual rate of change.",percent
Government Consumption Expenditures (% change),-5.25019,1997,NULL,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Includes all current outlays on purchases of goods and services (including wages and salaries). It also includes most expenditure on national defense and security, but excludes government military expenditures that are part of public investment. Refers to the annual rate of change.",percent
Gross Domestic Capital Formation (% change),-8.27097,1998,NULL,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Total value of gross fixed capital formation, changes in inventories, and acquisitions less disposals of valuables. Refers to the annual rate of change.",percent
Government Consumption Expenditures (% change),3.6629,2000,NULL,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Includes all current outlays on purchases of goods and services (including wages and salaries). It also includes most expenditure on national defense and security, but excludes government military expenditures that are part of public investment. Refers to the annual rate of change.",percent
Private Consumption Expenditures (% change),32.77108,1996,Includes NPISHs.,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Market value of all goods and services, including durable products (such as cars, washing machines, and home computers), purchased or received as income in kind by households. Refers to the annual rate of change.",percent
Government Consumption Expenditures (% change),7.08765,2001,NULL,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Includes all current outlays on purchases of goods and services (including wages and salaries). It also includes most expenditure on national defense and security, but excludes government military expenditures that are part of public investment. Refers to the annual rate of change.",percent
Gross Domestic Capital Formation (% change),17.53786,2002,NULL,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Total value of gross fixed capital formation, changes in inventories, and acquisitions less disposals of valuables. Refers to the annual rate of change.",percent
Gross Domestic Capital Formation (% change),6.98234,2001,NULL,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Total value of gross fixed capital formation, changes in inventories, and acquisitions less disposals of valuables. Refers to the annual rate of change.",percent
Gross Domestic Capital Formation (% change),36.83759,2000,NULL,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Total value of gross fixed capital formation, changes in inventories, and acquisitions less disposals of valuables. Refers to the annual rate of change.",percent
Private Consumption Expenditures (% change),16.81729,2002,Includes NPISHs.,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Market value of all goods and services, including durable products (such as cars, washing machines, and home computers), purchased or received as income in kind by households. Refers to the annual rate of change.",percent
Private Consumption Expenditures (% change),28.90356,1997,Includes NPISHs.,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Market value of all goods and services, including durable products (such as cars, washing machines, and home computers), purchased or received as income in kind by households. Refers to the annual rate of change.",percent
Gross Domestic Capital Formation (% change),56.63295,1996,NULL,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Total value of gross fixed capital formation, changes in inventories, and acquisitions less disposals of valuables. Refers to the annual rate of change.",percent
Government Consumption Expenditures (% change),18.45823,1996,NULL,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Includes all current outlays on purchases of goods and services (including wages and salaries). It also includes most expenditure on national defense and security, but excludes government military expenditures that are part of public investment. Refers to the annual rate of change.",percent
Private Consumption Expenditures (% change),12.38257,1998,Includes NPISHs.,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Market value of all goods and services, including durable products (such as cars, washing machines, and home computers), purchased or received as income in kind by households. Refers to the annual rate of change.",percent
Gross Domestic Capital Formation (% change),0.06441,1999,NULL,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Total value of gross fixed capital formation, changes in inventories, and acquisitions less disposals of valuables. Refers to the annual rate of change.",percent
Private Consumption Expenditures (% change),-13.4437,2001,Includes NPISHs.,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Market value of all goods and services, including durable products (such as cars, washing machines, and home computers), purchased or received as income in kind by households. Refers to the annual rate of change.",percent
